Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1961","1961","t","2228704","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1962","1962","t","2190303","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1963","1963","t","1650527","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1964","1964","t","1042013","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1965","1965","t","2294047","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1966","1966","t","1202868","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1967","1967","t","1507500","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1968","1968","t","1057700","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1969","1969","t","1283500","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1970","1970","t","754800","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1971","1971","t","1551462","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1972","1972","t","1495705","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1973","1973","t","872897","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1974","1974","t","1615309","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1975","1975","t","1272298","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1976","1976","t","375985","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1977","1977","t","975385","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1978","1978","t","1267661","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1979","1979","t","1332772","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1980","1980","t","1061195","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1981","1981","t","2032210","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1982","1982","t","957931","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1983","1983","t","1671588","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1984","1984","t","1420281","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1985","1985","t","1910646","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1986","1986","t","1041406","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1987","1987","t","2202708","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1988","1988","t","1348014","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1989","1989","t","1532335","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1990","1990","t","1464856","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1991","1991","t","1520382","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1992","1992","t","1294373","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1993","1993","t","1278759","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1994","1994","t","1307289","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1995","1995","t","930135","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1996","1996","t","1369196","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1997","1997","t","1228513","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1998","1998","t","1689366","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1999","1999","t","1631852","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2000","2000","t","1903562","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2001","2001","t","1819569","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2002","2002","t","2610524","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2003","2003","t","1987074","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2004","2004","t","2465710","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2005","2005","t","2140169","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2006","2006","t","2573368","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2007","2007","t","2249011","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2008","2008","t","2796927","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2009","2009","t","2440056","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2010","2010","t","2907265","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2011","2011","t","2700540","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2012","2012","t","3037534","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2013","2013","t","2964538","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2014","2014","t","2804070","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2015","2015","t","2647504","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2016","2016","t","3024466","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2017","2017","t","2684508","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2018","2018","t","3552729","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2019","2019","t","3011745","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2020","2020","t","3705719","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2021","2021","t","2985581","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2022","2022","t","3179341","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2023","2023","t","3348510","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2024","2024","t","3387724","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1961","1961","t","450000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1962","1962","t","482100","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1963","1963","t","450000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1964","1964","t","468000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1965","1965","t","492000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1966","1966","t","492000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1967","1967","t","456000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1968","1968","t","480000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1969","1969","t","474000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1970","1970","t","507000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1971","1971","t","468000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1972","1972","t","432000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1973","1973","t","528000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1974","1974","t","470000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1975","1975","t","513200","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1976","1976","t","483000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1977","1977","t","639420","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1978","1978","t","683220","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1979","1979","t","713340","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1980","1980","t","724380","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1981","1981","t","782200","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1982","1982","t","773600","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1983","1983","t","768600","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1984","1984","t","807800","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1985","1985","t","643100","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1986","1986","t","713500","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1987","1987","t","651600","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1988","1988","t","708700","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1989","1989","t","664000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1990","1990","t","845000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1991","1991","t","970740","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1992","1992","t","1100000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1993","1993","t","818220","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1994","1994","t","721860","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1995","1995","t","821820","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1996","1996","t","671401","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1997","1997","t","642239","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1998","1998","t","766980","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","1999","1999","t","546720","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2000","2000","t","637140","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2001","2001","t","656160","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2002","2002","t","696840","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2003","2003","t","694080","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2004","2004","t","674400","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2005","2005","t","667140","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2006","2006","t","724740","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2007","2007","t","757080","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2008","2008","t","688680","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2009","2009","t","468720","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2010","2010","t","535380","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2011","2011","t","468540","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2012","2012","t","462000","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2013","2013","t","653160","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2014","2014","t","728400","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2015","2015","t","827750","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2016","2016","t","818243","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2017","2017","t","851640","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2018","2018","t","813420","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2019","2019","t","885120","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2020","2020","t","833400","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2021","2021","t","560340","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2022","2022","t","665015.95","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2023","2023","t","680857.67","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","01610","Coffee, green","2024","2024","t","839846.69","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","1993","1993","t","180000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","1994","1994","t","207000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","1995","1995","t","229980","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","1996","1996","t","229980","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","1997","1997","t","228000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","1998","1998","t","229980","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","1999","1999","t","217450","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2000","2000","t","229980","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2001","2001","t","157155","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2002","2002","t","160000","E","Estimated value",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2003","2003","t","126188","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2004","2004","t","156170","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2005","2005","t","171631","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2006","2006","t","241482","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2007","2007","t","273400","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2008","2008","t","260239","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2009","2009","t","265469","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2010","2010","t","370569","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2011","2011","t","442270","E","Estimated value",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2012","2012","t","449740","E","Estimated value",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2013","2013","t","392006","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2014","2014","t","467860","E","Estimated value",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2015","2015","t","501240","E","Estimated value",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2016","2016","t","494819","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2017","2017","t","549531","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2018","2018","t","573986","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2019","2019","t","573580","E","Estimated value",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2020","2020","t","584789.57","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2021","2021","t","590400","E","Estimated value",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2022","2022","t","545566.36","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2023","2023","t","559400","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","01610","Coffee, green","2024","2024","t","575696.18","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1961","1961","t","21450","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1962","1962","t","27939","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1963","1963","t","29014","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1964","1964","t","29276","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1965","1965","t","32195","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1966","1966","t","33569","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1967","1967","t","35041","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1968","1968","t","36512","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1969","1969","t","37984","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1970","1970","t","39456","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1971","1971","t","40927","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1972","1972","t","42399","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1973","1973","t","41778","A","Official figure",""
