Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1974","1974","t","45342","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1975","1975","t","46814","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1976","1976","t","48285","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1977","1977","t","49757","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1978","1978","t","59796","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1979","1979","t","72547","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1980","1980","t","64228","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1981","1981","t","75347","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1982","1982","t","72420","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1983","1983","t","79474","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1984","1984","t","72545","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1985","1985","t","75091","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1986","1986","t","76318","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1987","1987","t","79877","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1988","1988","t","94046","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1989","1989","t","100234","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1990","1990","t","119784","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1991","1991","t","101890","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1992","1992","t","111660","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1993","1993","t","110481","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1994","1994","t","126182","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1995","1995","t","132400","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1996","1996","t","148830","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1997","1997","t","162658","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1998","1998","t","172772","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","1999","1999","t","157409","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2000","2000","t","193309","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2001","2001","t","205545","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2002","2002","t","172727","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2003","2003","t","175284","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2004","2004","t","185090","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2005","2005","t","190640","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2006","2006","t","213636","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2007","2007","t","236302","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2008","2008","t","240948","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2009","2009","t","231288","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2010","2010","t","244335","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2011","2011","t","284347","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2012","2012","t","343403","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2013","2013","t","280697","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2014","2014","t","282230","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2015","2015","t","332747","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2016","2016","t","366542","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2017","2017","t","477580","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2018","2018","t","478830.76","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2019","2019","t","472497.96","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2020","2020","t","364552.38","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2021","2021","t","417591.24","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2022","2022","t","330111.31","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2023","2023","t","384361.02","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2024","2024","t","324015.02","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1961","1961","t","126616","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1962","1962","t","139794","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1963","1963","t","137069","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1964","1964","t","156477","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1965","1965","t","162149","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1966","1966","t","183005","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1967","1967","t","224505","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1968","1968","t","212656","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1969","1969","t","172734","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1970","1970","t","185293","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1971","1971","t","187495","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1972","1972","t","203462","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1973","1973","t","221718","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1974","1974","t","220767","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1975","1975","t","228264","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1976","1976","t","212200","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1977","1977","t","182010","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1978","1978","t","241602","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1979","1979","t","220191","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1980","1980","t","220040","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1981","1981","t","262904","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1982","1982","t","251768","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1983","1983","t","307948","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1984","1984","t","239870","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1985","1985","t","260197","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1986","1986","t","374828","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1987","1987","t","336180","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1988","1988","t","423000","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1989","1989","t","343440","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1990","1990","t","440000","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1991","1991","t","334330","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1992","1992","t","359665","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1993","1993","t","335627","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1994","1994","t","324500","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1995","1995","t","324526","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1996","1996","t","374153","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1997","1997","t","368315","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1998","1998","t","277372","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","1999","1999","t","302119","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2000","2000","t","338170","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2001","2001","t","302996","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2002","2002","t","313027","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2003","2003","t","310861","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2004","2004","t","312413","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2005","2005","t","294364","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2006","2006","t","279635","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2007","2007","t","268565","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2008","2008","t","260442","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2009","2009","t","264472","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2010","2010","t","245271","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2011","2011","t","237056","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2012","2012","t","246121","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2013","2013","t","231596","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2014","2014","t","214667","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2015","2015","t","188934","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2016","2016","t","151714","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2017","2017","t","153777.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2018","2018","t","158307.99","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2019","2019","t","165712.27","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2020","2020","t","175554.62","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2021","2021","t","174341.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2022","2022","t","188710","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2023","2023","t","194940","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01610","Coffee, green","2024","2024","t","194470","E","Estimated value",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1961","1961","t","42643","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1962","1962","t","46356","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1963","1963","t","48940","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1964","1964","t","52740","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1965","1965","t","48264","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1966","1966","t","52380","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1967","1967","t","52753","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1968","1968","t","64652","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1969","1969","t","68439","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1970","1970","t","65368","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1971","1971","t","70587","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1972","1972","t","70195","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1973","1973","t","70396","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1974","1974","t","69855","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1975","1975","t","65387","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1976","1976","t","65445","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1977","1977","t","80190","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1978","1978","t","88166","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1979","1979","t","105478","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1980","1980","t","86177","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1981","1981","t","79360","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1982","1982","t","79422","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1983","1983","t","85637","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1984","1984","t","83357","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1985","1985","t","90736","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1986","1986","t","96054","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1987","1987","t","98538","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1988","1988","t","99414","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1989","1989","t","105753","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1990","1990","t","81142","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1991","1991","t","82635","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1992","1992","t","86519","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1993","1993","t","85603","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1994","1994","t","91340","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1995","1995","t","96697","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1996","1996","t","106520","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1997","1997","t","133296","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1998","1998","t","144763","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","1999","1999","t","167145","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2000","2000","t","191651","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2001","2001","t","196232","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2002","2002","t","212770","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2003","2003","t","203148","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2004","2004","t","231447","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2005","2005","t","188611","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2006","2006","t","273178","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2007","2007","t","225992","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2008","2008","t","273780","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2009","2009","t","243479","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2010","2010","t","264605","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2011","2011","t","331547","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2012","2012","t","320163.56","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2013","2013","t","256241.43","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2014","2014","t","222047","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2015","2015","t","251938","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2016","2016","t","277760.4","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2017","2017","t","337330","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2018","2018","t","369621.99","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2019","2019","t","363319.59","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2020","2020","t","353205.74","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2021","2021","t","363996.83","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2022","2022","t","357346.42","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2023","2023","t","366940.03","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2024","2024","t","358993.78","A","Official figure",""
